,Point-of-Sale_ID,week,Units
68838,343,2018-06-04,3619.0
43311,216,2018-06-04,2446.0
38889,194,2018-06-04,3102.0
74064,369,2018-06-04,1526.0
26829,134,2018-06-04,1494.0
71652,357,2018-06-04,2965.0
56376,281,2018-06-04,1798.0
78486,391,2018-06-04,3714.0
7966,40,2018-06-04,1987.0
50547,252,2018-06-04,4758.0
46728,233,2018-06-04,2102.0
14398,72,2018-06-04,5867.0
26226,131,2018-06-04,3640.0
6157,31,2018-06-04,2344.0
41502,207,2018-06-04,3109.0
68637,342,2018-06-04,2938.0
27432,137,2018-06-04,2403.0
27030,135,2018-06-04,3298.0
7765,39,2018-06-04,1668.0
53763,268,2018-06-04,4176.0
63612,317,2018-06-04,1018.0
73863,368,2018-06-04,2489.0
13795,69,2018-06-04,3140.0
72054,359,2018-06-04,5739.0
58185,290,2018-06-04,1900.0
38688,193,2018-06-04,3282.0
30648,153,2018-06-04,1205.0
47130,235,2018-06-04,3508.0
64818,323,2018-06-04,3016.0
40095,200,2018-06-04,883.0
29643,148,2018-06-04,2621.0
21201,106,2018-06-04,3568.0
55170,275,2018-06-04,3213.0
75270,375,2018-06-04,811.0
48738,243,2018-06-04,469.0
22206,111,2018-06-04,3501.0
42507,212,2018-06-04,2998.0
7564,38,2018-06-04,1736.0
71853,358,2018-06-04,3353.0
28035,140,2018-06-04,3117.0
44316,221,2018-06-04,625.0
29844,149,2018-06-04,2590.0
36879,184,2018-06-04,2982.0
14800,74,2018-06-04,3216.0
16609,83,2018-06-04,1838.0
19995,100,2018-06-04,4386.0
38085,190,2018-06-04,2179.0
69240,345,2018-06-04,3650.0
29442,147,2018-06-04,2456.0
32859,164,2018-06-04,1364.0
32256,161,2018-06-04,3178.0
50748,253,2018-06-04,1164.0
13996,70,2018-06-04,1373.0
12790,64,2018-06-04,3797.0
81702,407,2018-06-04,4643.0
27231,136,2018-06-04,4149.0
51351,256,2018-06-04,2211.0
36477,182,2018-06-04,2632.0
9574,48,2018-06-04,6163.0
35673,178,2018-06-04,703.0
39291,196,2018-06-04,4293.0
33060,165,2018-06-04,1740.0
62406,311,2018-06-04,2178.0
55572,277,2018-06-04,4237.0
57582,287,2018-06-04,4212.0
56577,282,2018-06-04,6083.0
62808,313,2018-06-04,981.0
35271,176,2018-06-04,1825.0
16408,82,2018-06-04,1857.0
34266,171,2018-06-04,1470.0
63210,315,2018-06-04,1164.0
25221,126,2018-06-04,2529.0
75471,376,2018-06-04,1282.0
63813,318,2018-06-04,1353.0
64416,321,2018-06-04,1729.0
34668,173,2018-06-04,1766.0
12187,61,2018-06-04,2929.0
69039,344,2018-06-04,976.0
37482,187,2018-06-04,1092.0
48537,242,2018-06-04,2058.0
45321,226,2018-06-04,2620.0
8368,42,2018-06-04,5221.0
5956,30,2018-06-04,3815.0
20598,103,2018-06-04,5666.0
1534,8,2018-06-04,4154.0
53964,269,2018-06-04,2853.0
10579,53,2018-06-04,2674.0
4750,24,2018-06-04,3865.0
76677,382,2018-06-04,3096.0
1132,6,2018-06-04,2023.0
25020,125,2018-06-04,3073.0
37884,189,2018-06-04,1914.0
51753,258,2018-06-04,2526.0
57783,288,2018-06-04,3356.0
55371,276,2018-06-04,3844.0
15403,77,2018-06-04,3244.0
14198,71,2018-06-11,3277.0
56176,280,2018-06-11,5693.0
70849,353,2018-06-11,1829.0
74668,372,2018-06-11,1722.0
11786,59,2018-06-11,3114.0
59794,298,2018-06-11,1224.0
54769,273,2018-06-11,3145.0
32860,164,2018-06-11,1354.0
79894,398,2018-06-11,2968.0
15203,76,2018-06-11,1946.0
36277,181,2018-06-11,2469.0
18218,91,2018-06-11,853.0
1937,10,2018-06-11,1325.0
81904,408,2018-06-11,2235.0
79090,394,2018-06-11,2703.0
66829,333,2018-06-11,3912.0
1334,7,2018-06-11,1553.0
34669,173,2018-06-11,1556.0
74869,373,2018-06-11,647.0
23614,118,2018-06-11,2545.0
2540,13,2018-06-11,3185.0
55372,276,2018-06-11,3312.0
72055,359,2018-06-11,4964.0
18620,93,2018-06-11,2353.0
4751,24,2018-06-11,4094.0
37885,189,2018-06-11,1674.0
80698,402,2018-06-11,1603.0
75472,376,2018-06-11,1073.0
7364,37,2018-06-11,5036.0
27232,136,2018-06-11,3479.0
33061,165,2018-06-11,1516.0
46528,232,2018-06-11,2087.0
41905,209,2018-06-11,4400.0
55573,277,2018-06-11,3853.0
14801,74,2018-06-11,2793.0
60196,300,2018-06-11,1347.0
71653,357,2018-06-11,2813.0
34468,172,2018-06-11,2575.0
14399,72,2018-06-11,5616.0
18821,94,2018-06-11,1019.0
27031,135,2018-06-11,2753.0
52759,263,2018-06-11,2808.0
47131,235,2018-06-11,3084.0
55171,275,2018-06-11,2948.0
66226,330,2018-06-11,2078.0
71854,358,2018-06-11,3468.0
23212,116,2018-06-11,1769.0
9173,46,2018-06-11,2021.0
14600,73,2018-06-11,4787.0
80095,399,2018-06-11,3681.0
10178,51,2018-06-11,2313.0
45925,229,2018-06-11,1411.0
33262,166,2018-06-11,1573.0
26830,134,2018-06-11,1227.0
932,5,2018-06-11,2041.0
43714,218,2018-06-11,2313.0
66427,331,2018-06-11,1778.0
15002,75,2018-06-11,2385.0
35875,179,2018-06-11,1476.0
8168,41,2018-06-11,3324.0
31252,156,2018-06-11,1949.0
71050,354,2018-06-11,1349.0
52960,264,2018-06-11,2206.0
45523,227,2018-06-11,2111.0
40498,202,2018-06-11,1654.0
47533,237,2018-06-11,711.0
41101,205,2018-06-11,1632.0
55975,279,2018-06-11,2308.0
66628,332,2018-06-11,759.0
77482,386,2018-06-11,1492.0
26428,132,2018-06-11,2163.0
10982,55,2018-06-11,1642.0
13394,67,2018-06-11,2197.0
72256,360,2018-06-11,4885.0
40900,204,2018-06-11,2434.0
39493,197,2018-06-11,1529.0
47332,236,2018-06-11,1693.0
23413,117,2018-06-11,4007.0
49744,248,2018-06-11,1186.0
59995,299,2018-06-11,2356.0
71452,356,2018-06-11,5293.0
28840,144,2018-06-11,1725.0
54970,274,2018-06-11,1679.0
76276,380,2018-06-11,2261.0
73060,364,2018-06-11,2109.0
76477,381,2018-06-11,2095.0
44719,223,2018-06-11,1963.0
55774,278,2018-06-11,2267.0
26629,133,2018-06-11,2491.0
18419,92,2018-06-11,5921.0
71251,355,2018-06-11,2713.0
45121,225,2018-06-11,1238.0
49543,247,2018-06-11,921.0
11987,60,2018-06-11,3669.0
26227,131,2018-06-11,3162.0
10379,52,2018-06-11,3041.0
28438,142,2018-06-11,2154.0
16409,82,2018-06-11,2138.0
57583,287,2018-06-11,3601.0
13997,70,2018-06-11,1320.0
81703,407,2018-06-11,3854.0
68035,339,2018-06-11,1967.0
35674,178,2018-06-11,736.0
34267,171,2018-06-11,1425.0
24418,122,2018-06-11,2166.0
58588,292,2018-06-11,6464.0
4349,22,2018-06-11,3070.0
69241,345,2018-06-11,3073.0
75673,377,2018-06-11,1608.0
16610,83,2018-06-11,1915.0
17213,86,2018-06-11,1841.0
57784,288,2018-06-11,3484.0
25021,125,2018-06-11,2663.0
25222,126,2018-06-11,2258.0
53563,267,2018-06-11,1580.0
3344,17,2018-06-11,3843.0
36076,180,2018-06-11,3219.0
11183,56,2018-06-11,3697.0
16208,81,2018-06-11,1422.0
57382,286,2018-06-11,2602.0
54166,270,2018-06-11,2317.0
32257,161,2018-06-11,3085.0
2138,11,2018-06-11,2514.0
3143,16,2018-06-11,3092.0
72859,363,2018-06-11,1429.0
38488,192,2018-06-11,2679.0
76879,383,2018-06-11,5189.0
48337,241,2018-06-11,2000.0
24217,121,2018-06-11,1559.0
31654,158,2018-06-11,1036.0
27835,139,2018-06-11,2577.0
79291,395,2018-06-11,1406.0
58789,293,2018-06-11,1215.0
33463,167,2018-06-11,619.0
17414,87,2018-06-11,2898.0
69442,346,2018-06-11,2552.0
49141,245,2018-06-11,2182.0
1133,6,2018-06-11,1860.0
44920,224,2018-06-11,1070.0
7967,40,2018-06-11,1832.0
31855,159,2018-06-11,2743.0
16811,84,2018-06-11,2019.0
530,3,2018-06-11,2931.0
12188,61,2018-06-11,2500.0
48739,243,2018-06-11,460.0
13796,69,2018-06-11,3121.0
40096,200,2018-06-11,815.0
45724,228,2018-06-11,1609.0
24820,124,2018-06-11,1194.0
58186,290,2018-06-11,1677.0
28237,141,2018-06-11,1739.0
53764,268,2018-06-11,3872.0
17012,85,2018-06-11,2497.0
68638,342,2018-06-11,2637.0
41503,207,2018-06-11,2699.0
7163,36,2018-06-11,2013.0
46729,233,2018-06-11,1836.0
77080,384,2018-06-11,1584.0
69040,344,2018-06-11,846.0
4952,25,2018-06-11,1886.0
39694,198,2018-06-11,1482.0
48538,242,2018-06-11,1796.0
8771,44,2018-06-11,3383.0
37483,187,2018-06-11,937.0
68236,340,2018-06-11,2681.0
10580,53,2018-06-11,2398.0
24619,123,2018-06-11,1970.0
82105,409,2018-06-11,2115.0
28036,140,2018-06-11,2929.0
72658,362,2018-06-11,3954.0
48940,244,2018-06-11,1203.0
68839,343,2018-06-11,3260.0
58387,291,2018-06-11,1672.0
57985,289,2018-06-11,2498.0
79492,396,2018-06-11,1686.0
68437,341,2018-06-11,1951.0
32056,160,2018-06-11,1694.0
80497,401,2018-06-11,2648.0
34870,174,2018-06-11,1183.0
43312,216,2018-06-11,2312.0
27433,137,2018-06-11,2158.0
58990,294,2018-06-11,1548.0
25423,127,2018-06-11,1351.0
3545,18,2018-06-11,1933.0
31453,157,2018-06-11,697.0
6359,32,2018-06-11,3440.0
53161,265,2018-06-11,1707.0
32659,163,2018-06-11,1838.0
23815,119,2018-06-11,2895.0
8972,45,2018-06-11,3141.0
59392,296,2018-06-11,3310.0
38287,191,2018-06-11,1351.0
5756,29,2018-06-11,2768.0
81502,406,2018-06-11,2385.0
67231,335,2018-06-11,1437.0
47935,239,2018-06-11,2077.0
43915,219,2018-06-11,2368.0
49342,246,2018-06-11,1238.0
15605,78,2018-06-11,5696.0
70246,350,2018-06-11,1651.0
27634,138,2018-06-11,2437.0
6761,34,2018-06-11,1907.0
56779,283,2018-06-11,3216.0
46930,234,2018-06-11,1002.0
18017,90,2018-06-11,2399.0
12389,62,2018-06-11,5273.0
6158,31,2018-06-11,2080.0
75271,375,2018-06-11,721.0
70648,352,2018-06-11,1845.0
59593,297,2018-06-11,3072.0
47734,238,2018-06-11,2685.0
56377,281,2018-06-11,1453.0
38890,194,2018-06-11,3016.0
70447,351,2018-06-11,2492.0
37282,186,2018-06-11,1367.0
15404,77,2018-06-11,2756.0
67030,334,2018-06-11,2564.0
76678,382,2018-06-11,3008.0
8369,42,2018-06-11,4766.0
39292,196,2018-06-11,4078.0
56578,282,2018-06-11,5341.0
26026,130,2018-06-11,3155.0
54568,272,2018-06-11,5432.0
33664,168,2018-06-11,2090.0
67834,338,2018-06-11,2360.0
37684,188,2018-06-11,2297.0
76075,379,2018-06-11,2084.0
72457,361,2018-06-11,2792.0
13595,68,2018-06-11,1669.0
63010,314,2018-06-11,1418.0
44116,220,2018-06-11,1005.0
48136,240,2018-06-11,2478.0
41302,206,2018-06-11,2490.0
69844,348,2018-06-11,3185.0
67633,337,2018-06-11,1121.0
25624,128,2018-06-11,2174.0
17615,88,2018-06-11,1675.0
16007,80,2018-06-11,3876.0
3746,19,2018-06-11,2615.0
53362,266,2018-06-11,1858.0
77281,385,2018-06-11,1591.0
2942,15,2018-06-11,2514.0
82306,410,2018-06-11,4160.0
69643,347,2018-06-11,4181.0
8570,43,2018-06-11,2377.0
57181,285,2018-06-11,1911.0
6962,35,2018-06-11,2022.0
79693,397,2018-06-11,1595.0
24016,120,2018-06-11,2651.0
41704,208,2018-06-11,2387.0
43111,215,2018-06-11,3351.0
4148,21,2018-06-11,2150.0
80296,400,2018-06-11,1711.0
25825,129,2018-06-11,1435.0
15806,79,2018-06-11,3083.0
43513,217,2018-06-11,2796.0
67432,336,2018-06-11,1102.0
59191,295,2018-06-11,1333.0
28639,143,2018-06-11,1532.0
11585,58,2018-06-11,2168.0
54367,271,2018-06-11,2184.0
75070,374,2018-06-11,2973.0
17816,89,2018-06-11,3061.0
32458,162,2018-06-11,1710.0
10781,54,2018-06-11,2474.0
5555,28,2018-06-11,1495.0
56980,284,2018-06-11,2213.0
70045,349,2018-06-11,1952.0
53965,269,2018-06-11,2191.0
2339,12,2018-06-11,2092.0
50146,250,2018-06-11,2779.0
46126,230,2018-06-11,1438.0
30850,154,2018-06-11,1053.0
5957,30,2018-06-11,3427.0
7766,39,2018-06-11,1637.0
64216,320,2018-06-11,785.0
21604,108,2018-06-11,1528.0
2741,14,2018-06-11,2279.0
19022,95,2018-06-11,1994.0
11384,57,2018-06-11,3772.0
65422,326,2018-06-11,1211.0
80899,403,2018-06-11,1440.0
29242,146,2018-06-11,2664.0
42910,214,2018-06-11,1613.0
63814,318,2018-06-11,1290.0
65824,328,2018-06-11,1364.0
44317,221,2018-06-11,634.0
62005,309,2018-06-11,1362.0
31051,155,2018-06-11,1377.0
39091,195,2018-06-11,1571.0
19594,98,2018-06-11,1629.0
3947,20,2018-06-11,1406.0
75874,378,2018-06-11,1384.0
12992,65,2018-06-11,3527.0
61000,304,2018-06-11,2276.0
21805,109,2018-06-11,1987.0
128,1,2018-06-11,2851.0
65221,325,2018-06-11,1940.0
74467,371,2018-06-11,1305.0
77683,387,2018-06-11,4046.0
35071,175,2018-06-11,1715.0
329,2,2018-06-11,1920.0
1535,8,2018-06-11,4116.0
22408,112,2018-06-11,3321.0
22609,113,2018-06-11,2489.0
42106,210,2018-06-11,4114.0
9776,49,2018-06-11,4125.0
51955,259,2018-06-11,1141.0
30046,150,2018-06-11,1848.0
7565,38,2018-06-11,1464.0
29041,145,2018-06-11,1267.0
62809,313,2018-06-11,884.0
21202,106,2018-06-11,3526.0
64819,323,2018-06-11,2909.0
81100,404,2018-06-11,4470.0
30649,153,2018-06-11,954.0
42508,212,2018-06-11,2849.0
38689,193,2018-06-11,2724.0
78085,389,2018-06-11,3978.0
6560,33,2018-06-11,2087.0
21403,107,2018-06-11,2624.0
78487,391,2018-06-11,3566.0
12590,63,2018-06-11,2763.0
40699,203,2018-06-11,1393.0
61402,306,2018-06-11,2104.0
51151,255,2018-06-11,1973.0
73462,366,2018-06-11,688.0
65623,327,2018-06-11,1855.0
65020,324,2018-06-11,2679.0
81301,405,2018-06-11,3526.0
78688,392,2018-06-11,3218.0
73663,367,2018-06-11,3654.0
64417,321,2018-06-11,1458.0
63613,317,2018-06-11,816.0
50749,253,2018-06-11,1018.0
4550,23,2018-06-11,2048.0
64015,319,2018-06-11,989.0
52558,262,2018-06-11,1385.0
36679,183,2018-06-11,1415.0
40297,201,2018-06-11,2811.0
35272,176,2018-06-11,1761.0
29443,147,2018-06-11,2187.0
38086,190,2018-06-11,1975.0
78889,393,2018-06-11,3369.0
29644,148,2018-06-11,2383.0
19795,99,2018-06-11,2552.0
19223,96,2018-06-11,1296.0
78286,390,2018-06-11,2745.0
731,4,2018-06-11,3982.0
1736,9,2018-06-11,2237.0
9977,50,2018-06-11,2534.0
61603,307,2018-06-11,751.0
34066,170,2018-06-11,1572.0
60598,302,2018-06-11,1747.0
30448,152,2018-06-11,1072.0
51352,256,2018-06-11,2124.0
42307,211,2018-06-11,1466.0
9575,48,2018-06-11,5282.0
62206,310,2018-06-11,645.0
20398,102,2018-06-11,3443.0
22810,114,2018-06-11,1984.0
37081,185,2018-06-11,3025.0
36478,182,2018-06-11,2568.0
29845,149,2018-06-11,2064.0
50950,254,2018-06-11,3344.0
60799,303,2018-06-11,1441.0
45322,226,2018-06-11,2330.0
44518,222,2018-06-11,1405.0
12791,64,2018-06-11,3513.0
62608,312,2018-06-11,1645.0
21001,105,2018-06-11,815.0
23011,115,2018-06-11,3022.0
42709,213,2018-06-11,2026.0
50347,251,2018-06-11,3542.0
39895,199,2018-06-11,1652.0
36880,184,2018-06-11,2436.0
19393,97,2018-06-11,945.0
50548,252,2018-06-11,4536.0
49945,249,2018-06-11,1750.0
9374,47,2018-06-11,1552.0
46327,231,2018-06-11,2845.0
63412,316,2018-06-11,1038.0
51553,257,2018-06-11,3662.0
61201,305,2018-06-11,1455.0
51754,258,2018-06-11,2363.0
20197,101,2018-06-11,1876.0
60397,301,2018-06-11,1216.0
52156,260,2018-06-11,3884.0
5354,27,2018-06-11,3081.0
73864,368,2018-06-11,1995.0
74266,370,2018-06-11,1316.0
13193,66,2018-06-11,2588.0
52357,261,2018-06-11,1533.0
33865,169,2018-06-11,1732.0
35473,177,2018-06-11,1065.0
73261,365,2018-06-11,697.0
77884,388,2018-06-11,3415.0
20599,103,2018-06-11,4785.0
62407,311,2018-06-11,2310.0
63211,315,2018-06-11,976.0
30247,151,2018-06-11,3309.0
22006,110,2018-06-11,2737.0
61804,308,2018-06-11,1817.0
22207,111,2018-06-11,3273.0
66025,329,2018-06-11,3108.0
20800,104,2018-06-11,2295.0
64618,322,2018-06-11,1549.0
19996,100,2018-06-11,4152.0
5153,26,2018-06-11,2430.0
74065,369,2018-06-11,1147.0
58388,291,2018-06-18,1713.0
23816,119,2018-06-18,2445.0
53162,265,2018-06-18,1799.0
68438,341,2018-06-18,1877.0
76880,383,2018-06-18,5113.0
65021,324,2018-06-18,3064.0
75071,374,2018-06-18,3325.0
35675,178,2018-06-18,863.0
31454,157,2018-06-18,833.0
57383,286,2018-06-18,2516.0
21002,105,2018-06-18,833.0
8973,45,2018-06-18,3384.0
75473,376,2018-06-18,1226.0
79694,397,2018-06-18,1611.0
55775,278,2018-06-18,2366.0
82106,409,2018-06-18,2381.0
67232,335,2018-06-18,1815.0
34067,170,2018-06-18,1772.0
9978,50,2018-06-18,2462.0
13998,70,2018-06-18,1210.0
81503,406,2018-06-18,2557.0
48941,244,2018-06-18,1316.0
14802,74,2018-06-18,2634.0
56981,284,2018-06-18,2377.0
62207,310,2018-06-18,791.0
75272,375,2018-06-18,595.0
38489,192,2018-06-18,2522.0
59393,296,2018-06-18,3205.0
72860,363,2018-06-18,1345.0
42308,211,2018-06-18,1561.0
51353,256,2018-06-18,1947.0
10782,54,2018-06-18,2439.0
22811,114,2018-06-18,1706.0
81704,407,2018-06-18,4400.0
78287,390,2018-06-18,2761.0
74267,370,2018-06-18,1294.0
32459,162,2018-06-18,1601.0
52358,261,2018-06-18,1647.0
25223,126,2018-06-18,2008.0
45122,225,2018-06-18,1073.0
36479,182,2018-06-18,2382.0
54167,270,2018-06-18,2460.0
37283,186,2018-06-18,1395.0
56177,280,2018-06-18,5986.0
63614,317,2018-06-18,958.0
11586,58,2018-06-18,2339.0
34469,172,2018-06-18,2513.0
26429,132,2018-06-18,2308.0
51554,257,2018-06-18,3725.0
32258,161,2018-06-18,3193.0
52559,262,2018-06-18,1293.0
70046,349,2018-06-18,1958.0
59594,297,2018-06-18,3009.0
39695,198,2018-06-18,1509.0
69242,345,2018-06-18,2810.0
27434,137,2018-06-18,2185.0
732,4,2018-06-18,3908.0
35273,176,2018-06-18,1686.0
26630,133,2018-06-18,2131.0
29444,147,2018-06-18,2176.0
81905,408,2018-06-18,2282.0
58790,293,2018-06-18,1598.0
50147,250,2018-06-18,3077.0
12390,62,2018-06-18,4977.0
79292,395,2018-06-18,1318.0
37886,189,2018-06-18,1752.0
34871,174,2018-06-18,1129.0
76277,380,2018-06-18,2247.0
17415,87,2018-06-18,2887.0
50348,251,2018-06-18,3472.0
34670,173,2018-06-18,1431.0
60800,303,2018-06-18,1759.0
8571,43,2018-06-18,2223.0
19224,96,2018-06-18,1132.0
18018,90,2018-06-18,2153.0
12792,64,2018-06-18,3219.0
50750,253,2018-06-18,909.0
51152,255,2018-06-18,1796.0
54368,271,2018-06-18,2104.0
14199,71,2018-06-18,3130.0
12591,63,2018-06-18,2697.0
9375,47,2018-06-18,1308.0
80498,401,2018-06-18,2689.0
54770,273,2018-06-18,3357.0
24218,121,2018-06-18,1312.0
61403,306,2018-06-18,2334.0
67031,334,2018-06-18,2809.0
40700,203,2018-06-18,1303.0
2139,11,2018-06-18,2795.0
3144,16,2018-06-18,3146.0
47333,236,2018-06-18,1383.0
65624,327,2018-06-18,2217.0
61202,305,2018-06-18,1565.0
16209,81,2018-06-18,1418.0
25625,128,2018-06-18,2111.0
49142,245,2018-06-18,2238.0
68036,339,2018-06-18,1891.0
27836,139,2018-06-18,2580.0
33464,167,2018-06-18,508.0
55574,277,2018-06-18,3762.0
5556,28,2018-06-18,1343.0
75674,377,2018-06-18,1518.0
20801,104,2018-06-18,2114.0
69644,347,2018-06-18,4484.0
40298,201,2018-06-18,2742.0
77282,385,2018-06-18,1691.0
72257,360,2018-06-18,4364.0
78086,389,2018-06-18,3850.0
24017,120,2018-06-18,2591.0
48338,241,2018-06-18,1793.0
62810,313,2018-06-18,942.0
5355,27,2018-06-18,3491.0
11385,57,2018-06-18,3811.0
73664,367,2018-06-18,3707.0
17214,86,2018-06-18,2321.0
15204,76,2018-06-18,1641.0
64217,320,2018-06-18,856.0
61001,304,2018-06-18,2634.0
17817,89,2018-06-18,2903.0
69845,348,2018-06-18,3233.0
70850,353,2018-06-18,1801.0
7566,38,2018-06-18,1501.0
45524,227,2018-06-18,2000.0
53363,266,2018-06-18,1899.0
79895,398,2018-06-18,3370.0
2943,15,2018-06-18,2343.0
63212,315,2018-06-18,1095.0
67634,337,2018-06-18,1078.0
3747,19,2018-06-18,2625.0
58589,292,2018-06-18,6967.0
35072,175,2018-06-18,1643.0
6561,33,2018-06-18,1797.0
129,1,2018-06-18,3108.0
65222,325,2018-06-18,2203.0
44117,220,2018-06-18,957.0
30047,150,2018-06-18,1627.0
4350,22,2018-06-18,3093.0
13596,68,2018-06-18,1409.0
22409,112,2018-06-18,3121.0
24419,122,2018-06-18,1927.0
16008,80,2018-06-18,3861.0
54971,274,2018-06-18,1506.0
933,5,2018-06-18,1943.0
51956,259,2018-06-18,1154.0
22610,113,2018-06-18,2462.0
59192,295,2018-06-18,1282.0
42107,210,2018-06-18,3754.0
19394,97,2018-06-18,917.0
17616,88,2018-06-18,1397.0
12993,65,2018-06-18,3390.0
3345,17,2018-06-18,3965.0
33062,165,2018-06-18,1601.0
41705,208,2018-06-18,2278.0
68237,340,2018-06-18,2760.0
30449,152,2018-06-18,996.0
46328,231,2018-06-18,2916.0
2340,12,2018-06-18,2020.0
62006,309,2018-06-18,1513.0
72458,361,2018-06-18,2480.0
27233,136,2018-06-18,3672.0
11184,56,2018-06-18,3580.0
39092,195,2018-06-18,1561.0
16410,82,2018-06-18,1914.0
10983,55,2018-06-18,1502.0
77885,388,2018-06-18,3458.0
3948,20,2018-06-18,1169.0
28439,142,2018-06-18,2307.0
57584,287,2018-06-18,3846.0
26831,134,2018-06-18,1198.0
22007,110,2018-06-18,2525.0
49343,246,2018-06-18,1087.0
19595,98,2018-06-18,1621.0
21404,107,2018-06-18,2476.0
9576,48,2018-06-18,5227.0
69443,346,2018-06-18,2553.0
24620,123,2018-06-18,2162.0
58991,294,2018-06-18,1552.0
76076,379,2018-06-18,1993.0
29243,146,2018-06-18,2567.0
43715,218,2018-06-18,2135.0
32861,164,2018-06-18,1498.0
2742,14,2018-06-18,2100.0
4953,25,2018-06-18,1814.0
53564,267,2018-06-18,1759.0
11787,59,2018-06-18,2887.0
67433,336,2018-06-18,1200.0
41303,206,2018-06-18,2446.0
82307,410,2018-06-18,4088.0
71453,356,2018-06-18,5125.0
30851,154,2018-06-18,1034.0
28640,143,2018-06-18,1580.0
25424,127,2018-06-18,1481.0
61805,308,2018-06-18,1911.0
48137,240,2018-06-18,2474.0
21605,108,2018-06-18,1519.0
20198,101,2018-06-18,1651.0
76478,381,2018-06-18,1816.0
5154,26,2018-06-18,2399.0
4149,21,2018-06-18,2063.0
34268,171,2018-06-18,1343.0
8772,44,2018-06-18,3094.0
67835,338,2018-06-18,2287.0
43112,215,2018-06-18,3399.0
65423,326,2018-06-18,1321.0
10380,52,2018-06-18,2779.0
1737,9,2018-06-18,2279.0
49544,247,2018-06-18,922.0
57182,285,2018-06-18,2251.0
64016,319,2018-06-18,1305.0
75875,378,2018-06-18,1368.0
42509,212,2018-06-18,2600.0
59996,299,2018-06-18,2379.0
58187,290,2018-06-18,1866.0
38690,193,2018-06-18,2503.0
71855,358,2018-06-18,3365.0
29042,145,2018-06-18,1173.0
49745,248,2018-06-18,1287.0
81101,404,2018-06-18,4355.0
55172,275,2018-06-18,3017.0
6360,32,2018-06-18,3254.0
32660,163,2018-06-18,2014.0
23414,117,2018-06-18,3767.0
5757,29,2018-06-18,2665.0
40097,200,2018-06-18,866.0
37484,187,2018-06-18,882.0
3546,18,2018-06-18,1793.0
48740,243,2018-06-18,379.0
66428,331,2018-06-18,1956.0
1536,8,2018-06-18,3506.0
38288,191,2018-06-18,1270.0
35876,179,2018-06-18,1608.0
36077,180,2018-06-18,3534.0
77684,387,2018-06-18,3783.0
41906,209,2018-06-18,3788.0
330,2,2018-06-18,1744.0
10581,53,2018-06-18,2221.0
12189,61,2018-06-18,2508.0
46127,230,2018-06-18,1261.0
28841,144,2018-06-18,1704.0
15003,75,2018-06-18,2321.0
21806,109,2018-06-18,1905.0
69041,344,2018-06-18,962.0
15606,78,2018-06-18,5800.0
44318,221,2018-06-18,613.0
31253,156,2018-06-18,1835.0
63815,318,2018-06-18,1364.0
44921,224,2018-06-18,933.0
52961,264,2018-06-18,2190.0
31052,155,2018-06-18,1227.0
47735,238,2018-06-18,2755.0
65825,328,2018-06-18,1659.0
48539,242,2018-06-18,1696.0
43916,219,2018-06-18,2415.0
42911,214,2018-06-18,1545.0
68639,342,2018-06-18,2651.0
39494,197,2018-06-18,1449.0
14601,73,2018-06-18,4410.0
19023,95,2018-06-18,1773.0
18420,92,2018-06-18,5478.0
7767,39,2018-06-18,1489.0
47936,239,2018-06-18,1892.0
80900,403,2018-06-18,1258.0
30650,153,2018-06-18,954.0
21203,106,2018-06-18,3558.0
53765,268,2018-06-18,3540.0
44720,223,2018-06-18,1877.0
38087,190,2018-06-18,1952.0
23012,115,2018-06-18,2803.0
47534,237,2018-06-18,652.0
39896,199,2018-06-18,1604.0
46529,232,2018-06-18,2454.0
40499,202,2018-06-18,1467.0
74468,371,2018-06-18,1345.0
19997,100,2018-06-18,3801.0
62408,311,2018-06-18,2295.0
73262,365,2018-06-18,695.0
68840,343,2018-06-18,3231.0
35474,177,2018-06-18,1001.0
9174,46,2018-06-18,1703.0
64619,322,2018-06-18,1789.0
71051,354,2018-06-18,1587.0
39293,196,2018-06-18,3662.0
46931,234,2018-06-18,1040.0
42710,213,2018-06-18,1938.0
23213,116,2018-06-18,1546.0
72659,362,2018-06-18,4191.0
66227,330,2018-06-18,2269.0
10179,51,2018-06-18,1984.0
8370,42,2018-06-18,4613.0
14400,72,2018-06-18,5400.0
52157,260,2018-06-18,4089.0
49946,249,2018-06-18,1922.0
32057,160,2018-06-18,1576.0
51755,258,2018-06-18,2096.0
76679,382,2018-06-18,3035.0
57986,289,2018-06-18,2785.0
52760,263,2018-06-18,2848.0
15405,77,2018-06-18,2376.0
79493,396,2018-06-18,1586.0
18822,94,2018-06-18,1062.0
20600,103,2018-06-18,5242.0
63011,314,2018-06-18,1978.0
13194,66,2018-06-18,2363.0
7968,40,2018-06-18,1810.0
50549,252,2018-06-18,4337.0
45926,229,2018-06-18,1205.0
33665,168,2018-06-18,2071.0
7365,37,2018-06-18,4685.0
56378,281,2018-06-18,1554.0
70448,351,2018-06-18,2865.0
45725,228,2018-06-18,1332.0
22208,111,2018-06-18,2972.0
66026,329,2018-06-18,3580.0
18621,93,2018-06-18,2277.0
13797,69,2018-06-18,2728.0
36881,184,2018-06-18,2236.0
2541,13,2018-06-18,3120.0
28037,140,2018-06-18,2708.0
74066,369,2018-06-18,1143.0
54569,272,2018-06-18,5602.0
